
"http://scholars.cornell.edu/individual/gnt67587","2017-04-03"
"http://scholars.cornell.edu/individual/gnt74443","2017-04-03"
"http://scholars.cornell.edu/individual/gnt61892","2017-04-03"
"http://scholars.cornell.edu/individual/gnt72513","2017-04-03"
"http://scholars.cornell.edu/individual/gnt71423","2017-04-03"
"http://scholars.cornell.edu/individual/gnt78173","2017-04-03"
"http://scholars.cornell.edu/individual/gnt77244","2017-04-03"
"http://scholars.cornell.edu/individual/gnt78144","2017-04-03"
"http://scholars.cornell.edu/individual/gnt71141","2017-04-03"
"http://scholars.cornell.edu/individual/gnt54084","2017-04-03"
"http://scholars.cornell.edu/individual/gnt64988","2017-04-03"
"http://scholars.cornell.edu/individual/gnt68027","2017-04-03"
"http://scholars.cornell.edu/individual/gnt71679","2017-04-03"
"http://scholars.cornell.edu/individual/gnt68404","2017-04-03"
"http://scholars.cornell.edu/individual/gnt72010","2017-04-03"
"http://scholars.cornell.edu/individual/gnt72206","2017-04-03"
"http://scholars.cornell.edu/individual/gnt61089","2017-04-03"
"http://scholars.cornell.edu/individual/gnt75044","2017-04-03"
"http://scholars.cornell.edu/individual/gnt74814","2017-04-03"
"http://scholars.cornell.edu/individual/gnt69007","2017-04-03"
"http://scholars.cornell.edu/individual/gnt75925","2017-04-03"
"http://scholars.cornell.edu/individual/gnt75436","2017-04-03"
"http://scholars.cornell.edu/individual/gnt69800","2017-04-03"
"http://scholars.cornell.edu/individual/gnt72412","2017-04-03"
"http://scholars.cornell.edu/individual/gnt75791","2017-04-03"
"http://scholars.cornell.edu/individual/gnt70135","2017-04-03"
"http://scholars.cornell.edu/individual/gnt70505","2017-04-03"
"http://scholars.cornell.edu/individual/gnt61405","2017-04-03"
"http://scholars.cornell.edu/individual/gnt74209","2017-04-03"
"http://scholars.cornell.edu/individual/gnt77210","2017-04-03"
"http://scholars.cornell.edu/individual/gnt77775","2017-04-03"
"http://scholars.cornell.edu/individual/gnt72132","2017-04-03"
"http://scholars.cornell.edu/individual/gnt75542","2017-04-03"
"http://scholars.cornell.edu/individual/gnt69326","2017-04-03"
"http://scholars.cornell.edu/individual/gnt71095","2017-04-03"
"http://scholars.cornell.edu/individual/gnt71198","2017-04-03"
"http://scholars.cornell.edu/individual/gnt74975","2017-04-03"
"http://scholars.cornell.edu/individual/gnt67978","2017-04-03"
"http://scholars.cornell.edu/individual/gnt63277","2017-04-03"
"http://scholars.cornell.edu/individual/gnt75050","2017-04-03"
"http://scholars.cornell.edu/individual/gnt72578","2017-04-03"
"http://scholars.cornell.edu/individual/gnt68731","2017-04-03"
"http://scholars.cornell.edu/individual/gnt75063","2017-04-03"
